Date,Adj Close,SMA 20,SMA 50,SMA 150
2019-02-04,3459.154053,,,
2019-02-05,3466.357422,,,
2019-02-06,3413.767822,,,
2019-02-07,3399.47168,,,
2019-02-08,3666.780273,,,
2019-02-09,3671.203613,,,
2019-02-10,3690.188232,,,
2019-02-11,3648.430664,,,
2019-02-12,3653.528564,,,
2019-02-13,3632.070557,,,
2019-02-14,3616.880859,,,
2019-02-15,3620.810791,,,
2019-02-16,3629.787598,,,
2019-02-17,3673.836182,,,
2019-02-18,3915.714355,,,
2019-02-19,3947.094482,,,
2019-02-20,3999.820557,,,
2019-02-21,3954.118164,,,
2019-02-22,4005.526611,,,
2019-02-23,4142.526855,3710.3534667,,
2019-02-24,3810.42749,3727.91713855,,
2019-02-25,3882.696289,3748.7340818999996,,
2019-02-26,3854.35791,3770.7635863000005,,
2019-02-27,3851.047363,3793.3423704499996,,
2019-02-28,3854.7854,3802.7426268000004,,
2019-03-01,3859.58374,3812.16163315,,
2019-03-02,3864.415039,3820.8729735,,
2019-03-03,3847.175781,3830.81022935,,
2019-03-04,3761.557129,3836.2116576,,
2019-03-05,3896.375,3849.42687975,,
2019-03-06,3903.942627,3863.77996815,,
2019-03-07,3911.484375,3878.3136473499994,,
2019-03-08,3901.131592,3891.88084705,,
2019-03-09,3963.313721,3906.354724,,
2019-03-10,3951.599854,3908.1489989499996,,
2019-03-11,3905.227295,3906.0556396,,
2019-03-12,3909.15625,3901.52242425,,
2019-03-13,3906.717285,3899.1523802999995,,
2019-03-14,3924.369141,3895.0945068,,
2019-03-15,3960.911133,3886.0137207,,
2019-03-16,4048.72583,3897.9286377,,
2019-03-17,4025.229004,3905.05527345,,
2019-03-18,4032.507324,3913.96274415,,
2019-03-19,4071.190186,3924.9698853,,
2019-03-20,4087.476318,3936.6044312,,
2019-03-21,4029.326904,3945.0915894,,
2019-03-22,4023.968262,3953.0692505499997,,
2019-03-23,4035.826416,3962.5017822999994,,
2019-03-24,4022.168213,3975.5323365000004,,
2019-03-25,3963.070557,3978.8671143500005,3845.3366552400003,
2019-03-26,3985.080811,3982.92402355,3855.8551903999996,
2019-03-27,4087.066162,3991.7031129,3868.2693652,
2019-03-28,4069.107178,4000.1018922000003,3881.37615232,
2019-03-29,4098.374512,4006.85493175,3895.35420896,
2019-03-30,4106.660156,4014.60794685,3904.15180662,
2019-03-31,4105.404297,4024.6167969499998,3912.8358203000007,
2019-04-01,4158.183105,4037.0681397,3922.1957177599998,
2019-04-02,4879.87793,4085.7261719500007,3946.8246630800004,
2019-04-03,4973.021973,4138.158813550001,3973.21453126,
2019-04-04,4922.798828,4186.2531983,3999.0290966800003,
2019-04-05,5036.681152,4235.650964400001,4027.4251025400004,
2019-04-06,5059.817383,4287.380383350001,4056.20523438,
2019-04-07,5198.896973,4345.6998658,4087.58742188,
2019-04-08,5289.770996,4406.6289062999995,4119.90611816,
2019-04-09,5204.958496,4462.5030152,4145.69100098,
2019-04-10,5324.551758,4527.2642579,4173.240146499999,
2019-04-11,5064.487793,4579.29023445,4194.53349122,
2019-04-12,5089.539063,4631.9758668,4217.2419092,
2019-04-13,5096.586426,4685.696777449999,4239.0631055,
2019-04-14,5167.722168,4745.929357999999,4259.56701176,
2019-04-15,5067.108398,4800.03073735,4284.70062992,
2019-04-16,5235.55957,4857.45540775,4311.75789554,
2019-04-17,5251.937988,4916.5969482499995,4339.7094971,
2019-04-18,5298.385742,4976.5975097499995,4368.65626468,
2019-04-19,5303.8125,5036.45512695,4397.6368066800005,
2019-04-20,5337.88623,5098.0792236,4427.20285648,
2019-04-21,5314.53125,5155.89663085,4456.2051807,
2019-04-22,5399.365234,5181.87099605,4487.248969759999,
2019-04-23,5572.362305,5211.83801265,4523.46507328,
2019-04-24,5464.866699,5238.9414062,4554.834907259999,
2019-04-25,5210.515625,5247.633129849999,4580.9663672199995,
2019-04-26,5279.348145,5258.609667950001,4608.323642619999,
2019-04-27,5268.291016,5262.0793701,4635.666831099999,
2019-04-28,5285.13916,5261.8477783,4662.10333988,
2019-04-29,5247.352539,5263.96748045,4688.01839358,
2019-04-30,5350.726563,5265.2762207,4716.92837894,
2019-05-01,5402.697266,5282.186694350001,4746.79919926,
2019-05-02,5505.283691,5302.97392575,4778.77052738,
2019-05-03,5768.289551,5336.559082000001,4815.6489355799995,
2019-05-04,5831.16748,5369.7313476,4853.054062519999,
2019-05-05,5795.708496,5406.1613525,4887.99371584,
2019-05-06,5746.807129,5431.72373045,4922.42527834,
2019-05-07,5829.501465,5460.6019043,4958.36516116,
2019-05-08,5982.45752,5494.8054932,4996.59050784,
2019-05-09,6174.528809,5538.34130865,5038.331557660001,
2019-05-10,6378.849121,5590.3894531999995,5085.322002,
2019-05-11,7204.771484,5684.9014649,5148.93806644,
2019-05-12,6972.371582,5763.5517823,5207.6689697599995,
2019-05-13,7814.915039,5875.679419,5283.52390628,
2019-05-14,7994.416016,6002.15688485,5364.15081546,
2019-05-15,8205.167969,6151.88950205,5448.552558619999,
2019-05-16,7884.90918,6282.1675538,5524.509418980001,
2019-05-17,7343.895508,6385.947778399999,5590.00518558,
2019-05-18,7271.208008,6485.2512208,5653.4618555,
2019-05-19,8197.689453,6632.768066500001,5735.28244144,
2019-05-20,7978.309082,6764.14719245,5812.74053714,
2019-05-21,7963.327637,6892.1787110000005,5888.843427780001,
2019-05-22,7680.066406,7000.9178467500005,5944.8471973000005,
2019-05-23,7881.84668,7106.595703200001,6003.023691440001,
2019-05-24,7987.371582,7214.4059083,6064.315146520001,
2019-05-25,8052.543945,7327.247680750001,6124.632402380001,
2019-05-26,8673.21582,7473.5681153,6196.900371119999,
2019-05-27,8805.77832,7622.38195805,6269.03799806,
2019-05-28,8719.961914,7759.257177750001,6337.6418164199995,
2019-05-29,8659.487305,7883.50510255,6406.732392599999,
2019-05-30,8319.472656,7980.5362792999995,6466.63081056,
2019-05-31,8574.501953,8049.02280275,6536.83109376,
2019-06-01,8564.016602,8128.60505375,6606.32064454,
2019-06-02,8742.958008,8175.0072022,6679.24807618,
2019-06-03,8208.995117,8185.736157249999,6740.07353516,
2019-06-04,7707.770996,8160.8663086,6792.88678712,
2019-06-05,7824.231445,8157.83242185,6844.66022462,
2019-06-06,7822.023438,8181.738818350001,6896.061933620001,
2019-06-07,8043.951172,8220.37597655,6950.9732422199995,
2019-06-08,7954.12793,8208.197900399999,7003.97955082,
2019-06-09,7688.077148,8193.6863037,7050.98336918,
2019-06-10,8000.32959,8195.536401349998,7104.69933598,
2019-06-11,7927.714355,8207.9187988,7155.266318399999,
2019-06-12,8145.857422,8221.119335899999,7206.736220740001,
2019-06-13,8230.923828,8233.2969482,7262.05736332,
2019-06-14,8693.833008,8265.361401350001,7331.72371098,
2019-06-15,8838.375,8273.619360350001,7402.90424808,
2019-06-16,8994.488281,8283.0548584,7477.428193379999,
2019-06-17,9320.352539,8313.07438965,7558.132460960001,
2019-06-18,9081.762695,8334.18815915,7634.82066408,
2019-06-19,9273.521484,8381.89060055,7713.2765625,
2019-06-20,9527.160156,8429.5235107,7795.7658203,
2019-06-21,10144.556641,8508.550512650001,7888.5512793,
2019-06-22,10701.691406,8606.48718255,7987.2193164,
2019-06-23,10855.371094,8738.8059814,8087.70338868,
2019-06-24,11011.102539,8903.97255855,8192.01126954,
2019-06-25,11790.916992,9102.306835899999,8312.8934668,
2019-06-26,13016.231445,9362.01723625,8456.6280664,
2019-06-27,11182.806641,9518.960009699998,8560.63504882,
2019-06-28,12407.332031,9741.62021475,8685.29111326,
2019-06-29,11959.371094,9955.18491205,8796.90155272,
2019-06-30,10817.155273,10096.0261962,8869.1492285,
2019-07-01,10583.134766,10228.797216750001,8941.36449218,
2019-07-02,10801.677734,10361.58823235,9001.09974608,
2019-07-03,11961.269531,10548.1055175,9080.43681638,
2019-07-04,11215.4375,10674.185742099999,9140.642207,
2019-07-05,10978.459961,10781.18999015,9202.51322262,
2019-07-06,11208.550781,10891.89311515,9279.80632808,
2019-07-07,11450.84668,10998.417822200001,9363.39910152,
2019-07-08,12285.958008,11158.62758785,9445.16447262,
2019-07-09,12573.8125,11323.64213865,9537.07454098,
2019-07-10,12156.512695,11455.1097656,9620.93824214,
2019-07-11,11358.662109,11515.815039,9694.5101562,
2019-07-12,11815.986328,11571.5297851,9773.19294916,
2019-07-13,11392.378906,11598.3801757,9841.29309564,
2019-07-14,10256.058594,11560.62797845,9885.36338862,
2019-07-15,10895.089844,11515.836621049999,9929.800869100001,
2019-07-16,9477.641602,11338.9071289,9943.23813474,
2019-07-17,9693.802734,11264.456933550002,9962.714951139998,
2019-07-18,10666.482422,11177.414453100002,10002.854853480001,
2019-07-19,10530.732422,11105.982519500001,10047.0800488,
2019-07-20,10767.139648,11103.48173825,10090.9328027,
2019-07-21,10599.105469,11104.2802734,10131.63458004,
2019-07-22,10343.106445,11081.35170895,10163.63754878,
2019-07-23,9900.767578,10978.3266113,10197.472998000001,
2019-07-24,9811.925781,10908.15102535,10239.5560937,
2019-07-25,9911.841797,10854.82011715,10281.30830074,
2019-07-26,9870.303711,10787.907763649999,10322.2739062,
2019-07-27,9477.677734,10689.24931635,10350.94843744,
2019-07-28,9552.860352,10552.594433549999,10382.92308588,
2019-07-29,9519.145508,10399.86108395,10419.54445308,
2019-07-30,9607.423828,10272.4066406,10451.686337840001,
2019-07-31,10085.62793,10208.75493165,10494.844609340002,
2019-08-01,10399.668945,10137.9390625,10539.9208398,
2019-08-02,10518.174805,10094.228857450002,10585.66585934,
